LocationID,lisa_q,lisa_p,lisa_I
24031701215,3,0.001,0.6859275204940571
24031705400,3,0.001,1.244364108989719
24031701509,1,0.006,1.1529564028362993
24031701218,0,0.08,0.22149059055970224
24031700210,0,0.136,0.41756725755288737
24031701602,1,0.001,2.815419677946475
24031701202,3,0.036,0.6955500775180534
24031700822,0,0.488,-0.03185028824439779
24031701417,0,0.322,0.03915214358087394
24031704804,3,0.001,1.3452573732775126
24021767500,1,0.041,0.5048717139302288
24021765100,0,0.128,0.289377775232698
24031701507,0,0.385,0.08835596346147903
24031700725,1,0.01,1.2662314789672016
24031700615,3,0.001,0.9651476335479865
24031701317,3,0.019,0.34954317577368527
24031700729,0,0.062,0.18021261102397634
24031701304,3,0.008,0.4680116717984522
24031703216,1,0.037,1.1123505559740818
24031701214,3,0.001,1.096143922316848
24033800209,1,0.01,1.05179237950414
24031701900,1,0.018,1.6288011555015882
24031704501,3,0.002,1.0061840783692326
24031700616,3,0.001,1.0854130103475879
24031700836,3,0.001,1.1747629482583717
24031701212,0,0.187,0.20752584645604716
24031703206,2,0.029,-0.3384770347353048
24031700310,0,0.345,0.020676269689200964
24031700306,0,0.459,0.04240900323844205
24031705000,3,0.001,1.2524866588847487
24021775302,0,0.179,-0.021867916910256798
24031700810,0,0.206,-0.06446013990231649
24031706010,3,0.001,1.0453916812480286
24031704803,3,0.001,1.1925307261701925
24031702700,4,0.001,-0.07553518084028918
24031703213,1,0.018,1.2230972350642557
24031701427,0,0.269,-0.07538973702115444
24031703100,0,0.119,-0.014402338955123554
24031700206,0,0.082,0.29392797793435954
24031700604,3,0.002,0.8545147698398321
24031700104,0,0.294,-0.018384969972875757
24031702503,3,0.004,0.5614454459729891
24033800401,0,0.455,-0.0023281580910251053
24031700315,3,0.035,0.5978912912670158
24031701313,0,0.18,0.1520829127895371
24033800517,0,0.272,-0.014636746987926098
24031705800,3,0.001,1.2889993353100913
24033800411,0,0.179,0.004252465032548829
24031700105,0,0.194,-0.09360147829427894
24031702000,1,0.001,4.308810768012871
24031700828,3,0.001,1.263525294958456
24031700839,0,0.177,0.39324109395531837
24031701426,0,0.313,0.0007409884083057478
24031701702,0,0.076,0.06878079787167173
24021775400,0,0.499,-0.018361344010874765
24031700715,0,0.136,0.15772480700598449
24031703214,1,0.044,0.9052116606935217
24031703218,0,0.057,0.37705314794189815
24033800607,0,0.332,0.05111936628107954
24033800213,1,0.018,0.17109494781764606
24031705702,3,0.001,1.1096742642784005
24031702101,1,0.008,1.2653437969835994
24031706012,3,0.001,0.14524918647345472
24033800108,1,0.021,0.3905772246749344
24031702302,0,0.066,-0.05982609489036035
24031700904,0,0.108,-0.11311787825805493
24031701423,0,0.349,0.04882395539766063
24033800608,0,0.19,-0.06718745009349208
24031701005,3,0.01,0.5016651048086685
24031704404,3,0.001,1.0815844058096913
24031700724,1,0.041,0.9373860151429705
24031701007,3,0.003,0.7736922483239582
24031702102,0,0.236,-0.25999840107061706
24021770700,0,0.21,0.044791393008768624
24021753001,1,0.031,0.3923574565566509
24031700316,3,0.027,0.12240713995781234
24031700614,0,0.408,-0.0022251847808833123
