Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2022,VA,Virginia,Fairfax,51059,51059432701,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,82.2,,,77.3,86.5,"3,132","2,461",POINT (-77.2207466 38.7540026),51059432701,PREVENT,MAMMOUSE,CrdPrv,Mammography
2023,VA,Virginia,Fairfax,51059,51059491705,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,2.8,,,2.5,3.3,"3,341","2,501",POINT (-77.3902011 38.847358),51059491705,DISABLT,VISION,CrdPrv,Vision Disability
2023,VA,Virginia,Fairfax,51059,51059422302,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,19.6,,,17.2,22.4,"5,788","4,721",POINT (-77.1437691 38.7719875),51059422302,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,VA,Virginia,Fairfax,51059,51059421800,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,5.1,,,4.5,5.7,"5,933","4,561",POINT (-77.1264136 38.7240814),51059421800,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,VA,Virginia,Fairfax,51059,51059460900,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,2.8,,,2.4,3.4,"2,631","1,916",POINT (-77.259836 38.9113136),51059460900,DISABLT,VISION,CrdPrv,Vision Disability
2023,VA,Virginia,Fairfax,51059,51059482204,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,8.6,,,7.0,10.5,"1,975","1,838",POINT (-77.3540586 38.9577858),51059482204,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2023,VA,Virginia,Fairfax,51059,51059491202,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,3.0,,,2.6,3.4,"2,102","1,768",POINT (-77.4384615 38.8406498),51059491202,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2022,VA,Virginia,Fauquier,51061,51061930203,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,30.4,,,24.9,36.4,"2,703","2,247",POINT (-77.9881263 38.885797),51061930203,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2023,VA,Virginia,Fairfax,51059,51059431801,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.4,,,16.3,22.8,"4,263","3,243",POINT (-77.2804249 38.8004471),51059431801,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,VA,Virginia,Fairfax,51059,51059452200,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,5.8,,,5.2,6.6,"6,982","5,287",POINT (-77.2091592 38.8220023),51059452200,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,VA,Virginia,Fairfax,51059,51059482601,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,3.6,,,3.0,4.2,"7,321","5,405",POINT (-77.4140799 38.8987586),51059482601,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2023,VA,Virginia,Fairfax,51059,51059491102,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,10.6,,,8.9,12.2,"3,422","2,685",POINT (-77.4679399 38.8563248),51059491102,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2023,VA,Virginia,Fairfax,51059,51059452000,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.8,,,3.2,4.5,"3,061","2,452",POINT (-77.1741137 38.8340559),51059452000,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,VA,Virginia,Fairfax,51059,51059491802,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,4.9,,,4.1,5.7,"2,915","2,290",POINT (-77.3962895 38.8672075),51059491802,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2022,VA,Virginia,Fairfax,51059,51059482601,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,82.6,,,77.9,86.6,"7,321","5,405",POINT (-77.4140799 38.8987586),51059482601,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,VA,Virginia,Fairfax,51059,51059482204,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,31.9,,,28.6,35.4,"1,975","1,838",POINT (-77.3540586 38.9577858),51059482204,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2023,VA,Virginia,Fairfax,51059,51059471402,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,8.1,,,6.9,9.5,"3,550","2,638",POINT (-77.2054531 38.8828957),51059471402,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2023,VA,Virginia,Fairfax,51059,51059481500,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,32.9,,,29.8,36.3,"2,289","1,767",POINT (-77.3370658 38.9189251),51059481500,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2023,VA,Virginia,Fairfax,51059,51059431400,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,5.0,,,4.2,5.8,"4,405","3,245",POINT (-77.2299357 38.7681302),51059431400,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2023,VA,Virginia,Fairfax,51059,51059480301,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,17.3,,,15.0,19.7,"3,145","2,412",POINT (-77.2733799 38.9747821),51059480301,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,VA,Virginia,Fairfax,51059,51059430201,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,3.1,,,2.7,3.6,"4,379","3,296",POINT (-77.2964263 38.8082895),51059430201,DISABLT,VISION,CrdPrv,Vision Disability
2023,VA,Virginia,Fairfax,51059,51059492202,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.2,,,8.2,10.4,"6,831","5,171",POINT (-77.2669774 38.7405861),51059492202,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2023,VA,Virginia,Fairfax,51059,51059432201,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,33.2,,,29.4,37.4,"2,393","1,879",POINT (-77.2982493 38.7917832),51059432201,SOCLNEED,LONELINESS,CrdPrv,Loneliness
2023,VA,Virginia,Fairfax,51059,51059450602,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,2.5,,,2.2,2.8,"4,814","3,674",POINT (-77.1976333 38.8632892),51059450602,HLTHOUT,STROKE,CrdPrv,Stroke
2023,VA,Virginia,Fairfax,51059,51059482400,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,19.0,,,16.6,21.7,"2,344","1,761",POINT (-77.3106466 38.9404043),51059482400,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,VA,Virginia,Fairfax,51059,51059482100,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,31.1,,,27.0,35.3,"3,258","2,680",POINT (-77.3374464 38.9680419),51059482100,SOCLNEED,LONELINESS,CrdPrv,Loneliness
2023,VA,Virginia,Fairfax,51059,51059460800,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,4.2,,,3.4,5.2,"3,162","2,385",POINT (-77.250557 38.9020666),51059460800,HLTHOUT,COPD,CrdPrv,COPD
2023,VA,Virginia,Fairfax,51059,51059452802,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,11.3,,,9.8,13.0,"3,030","2,528",POINT (-77.1159147 38.8426281),51059452802,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2023,VA,Virginia,Fairfax,51059,51059460200,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,92.7,,,91.7,93.7,"3,970","2,967",POINT (-77.2889423 38.9273764),51059460200,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,VA,Virginia,Fairfax,51059,51059440505,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,5.2,,,4.6,6.0,"1,346","1,039",POINT (-77.2950675 38.8319832),51059440505,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,VA,Virginia,Fairfax,51059,51059490501,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,22.6,,,19.1,26.6,"3,326","2,686",POINT (-77.4130304 38.8368365),51059490501,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,VA,Virginia,Fairfax,51059,51059461500,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,3.9,,,3.3,4.5,"6,940","5,247",POINT (-77.2854059 38.8787455),51059461500,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2023,VA,Virginia,Fairfax,51059,51059432202,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,2.5,,,2.2,2.9,"4,741","3,539",POINT (-77.282473 38.7921787),51059432202,HLTHOUT,STROKE,CrdPrv,Stroke
2023,VA,Virginia,Fairfax,51059,51059491302,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,4.0,,,3.5,4.6,"3,405","2,784",POINT (-77.4453462 38.8317317),51059491302,DISABLT,HEARING,CrdPrv,Hearing Disability
2023,VA,Virginia,Fairfax,51059,51059432800,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,12.7,,,11.2,14.4,"2,225","1,723",POINT (-77.2049112 38.7390623),51059432800,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2023,VA,Virginia,Fairfax,51059,51059490101,BRFSS,Disability,Any disability among adults,%,Crude prevalence,24.4,,,20.7,28.0,"5,064","3,964",POINT (-77.439116 38.8630528),51059490101,DISABLT,DISABILITY,CrdPrv,Any Disability
2023,VA,Virginia,Fairfax,51059,51059451502,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,12.6,,,10.6,14.8,"4,924","3,916",POINT (-77.1269418 38.8533565),51059451502,RISKBEH,BINGE,CrdPrv,Binge Drinking
2023,VA,Virginia,Fairfax,51059,51059492203,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,5.5,,,4.4,6.7,"4,014","3,066",POINT (-77.2643325 38.7212462),51059492203,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,VA,Virginia,Fairfax,51059,51059480301,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,71.4,,,67.9,74.7,"3,145","2,412",POINT (-77.2733799 38.9747821),51059480301,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2023,VA,Virginia,Fauquier,51061,51061930102,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,35.4,,,31.1,40.0,"2,744","2,262",POINT (-77.7615866 38.8867425),51061930102,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2023,VA,Virginia,Fairfax,51059,51059480505,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,12.8,,,11.1,14.8,"3,263","2,752",POINT (-77.3558162 38.9710405),51059480505,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2023,VA,Virginia,Fairfax,51059,51059471303,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,87.9,,,86.1,89.6,"4,153","3,368",POINT (-77.2091642 38.8962791),51059471303,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,VA,Virginia,Fauquier,51061,51061930306,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,9.1,,,8.2,10.1,"2,900","2,247",POINT (-77.835649 38.7324236),51061930306,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2023,VA,Virginia,Fairfax,51059,51059430202,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,24.4,,,20.5,28.6,"4,949","3,850",POINT (-77.2865324 38.8167742),51059430202,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,VA,Virginia,Fairfax,51059,51059460504,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.6,,,8.4,11.0,"3,979","2,997",POINT (-77.2302783 38.9018463),51059460504,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,VA,Virginia,Fairfax,51059,51059460100,BRFSS,Disability,Any disability among adults,%,Crude prevalence,21.1,,,18.0,24.8,"4,544","3,387",POINT (-77.275014 38.9478426),51059460100,DISABLT,DISABILITY,CrdPrv,Any Disability
2023,VA,Virginia,Fairfax,51059,51059461901,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,6.8,,,5.7,8.0,"3,756","2,863",POINT (-77.2862942 38.8692112),51059461901,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2023,VA,Virginia,Fairfax,51059,51059461100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.0,,,8.0,10.1,"7,442","5,503",POINT (-77.2916371 38.8986765),51059461100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2023,VA,Virginia,Fairfax,51059,51059470500,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,5.5,,,4.8,6.4,"5,717","4,278",POINT (-77.1813634 38.9451371),51059470500,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,VA,Virginia,Fairfax,51059,51059482503,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,3.9,,,3.5,4.5,"4,832","3,603",POINT (-77.4081196 38.9208387),51059482503,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,VA,Virginia,Fairfax,51059,51059461500,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,10.5,,,9.0,12.2,"6,940","5,247",POINT (-77.2854059 38.8787455),51059461500,HLTHSTAT,GHLTH,CrdPrv,General Health
2023,VA,Virginia,Fairfax,51059,51059440201,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.4,,,13.7,19.5,"4,133","3,516",POINT (-77.2221663 38.8732853),51059440201,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,VA,Virginia,Fairfax,51059,51059451200,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,3.6,,,2.8,4.4,"1,721","1,357",POINT (-77.1634913 38.8518281),51059451200,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2023,VA,Virginia,Fauquier,51061,51061930101,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.8,,,12.4,17.4,"3,182","2,486",POINT (-77.8843126 38.9414757),51061930101,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2023,VA,Virginia,Fairfax,51059,51059471401,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.0,,,7.1,11.1,"3,759","2,851",POINT (-77.1976624 38.8849109),51059471401,PREVENT,ACCESS2,CrdPrv,Health Insurance
2023,VA,Virginia,Fairfax,51059,51059460400,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,3.2,,,2.7,3.8,"5,134","3,944",POINT (-77.2523996 38.9232301),51059460400,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,VA,Virginia,Fairfax,51059,51059432402,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,77.4,,,75.0,79.6,"5,100","3,739",POINT (-77.2675605 38.7630373),51059432402,PREVENT,DENTAL,CrdPrv,Dental Visit
2023,VA,Virginia,Fairfax,51059,51059482205,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,5.9,,,4.6,7.6,"2,622","2,300",POINT (-77.3446112 38.9538267),51059482205,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2023,VA,Virginia,Fairfax,51059,51059421800,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,4.9,,,4.3,5.5,"5,933","4,561",POINT (-77.1264136 38.7240814),51059421800,DISABLT,HEARING,CrdPrv,Hearing Disability
2023,VA,Virginia,Fairfax,51059,51059491103,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,26.5,,,22.6,30.9,"6,548","4,944",POINT (-77.4613994 38.8395675),51059491103,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,VA,Virginia,Fairfax,51059,51059431801,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,8.3,,,6.7,10.2,"4,263","3,243",POINT (-77.2804249 38.8004471),51059431801,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2023,VA,Virginia,Fairfax,51059,51059481105,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,8.3,,,7.2,9.6,"5,332","3,999",POINT (-77.3984538 38.9374167),51059481105,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
